IsHoliday,Temp,Rain1h,Snow1h,CloudsAll,WeatherMain,WeatherDescription,Time,TrafficVolume
None,292.59,0,0,1,Clear,sky is clear,2018-07-19 05:00:00,3110
None,292.66,0,0,1,Clear,sky is clear,2018-07-19 06:00:00,5752
None,293.23,0,0,1,Clear,sky is clear,2018-07-19 07:00:00,6246
None,294.22,0,0,1,Rain,light rain,2018-07-19 08:00:00,5702
None,294.22,0,0,1,Thunderstorm,proximity thunderstorm with rain,2018-07-19 08:00:00,5702
None,295.01,0,0,90,Rain,moderate rain,2018-07-19 09:00:00,0
None,295.28,0,0,75,Rain,moderate rain,2018-07-19 10:00:00,4492
None,295.28,0,0,75,Mist,mist,2018-07-19 10:00:00,4492
None,295.28,0,0,90,Rain,light rain,2018-07-19 11:00:00,4677
None,295.28,0,0,90,Mist,mist,2018-07-19 11:00:00,4677
None,295.28,0,0,90,Drizzle,light intensity drizzle,2018-07-19 11:00:00,4677
None,294.29,0,0,90,Rain,moderate rain,2018-07-19 12:00:00,4861
None,294.29,0,0,90,Mist,mist,2018-07-19 12:00:00,4861
None,294.41,0,0,90,Rain,moderate rain,2018-07-19 13:00:00,4734
None,294.41,0,0,90,Drizzle,light intensity drizzle,2018-07-19 13:00:00,4734
None,294.41,0,0,90,Mist,mist,2018-07-19 13:00:00,4734
None,294.65,0,0,90,Rain,light rain,2018-07-19 14:00:00,5135
None,294.65,0,0,90,Rain,light rain,2018-07-19 15:00:00,5704
None,294.08,0,0,90,Rain,moderate rain,2018-07-19 16:00:00,6459
None,293.94,0,0,90,Rain,moderate rain,2018-07-19 17:00:00,5872
None,293.94,0,0,90,Drizzle,drizzle,2018-07-19 17:00:00,5872
None,293.22,0,0,90,Rain,heavy intensity rain,2018-07-19 18:00:00,4497
None,293.22,0,0,90,Drizzle,drizzle,2018-07-19 18:00:00,4497
None,292.44,0,0,90,Rain,light rain,2018-07-19 19:00:00,3419
None,292.44,0,0,90,Drizzle,drizzle,2018-07-19 19:00:00,3419
None,292.22,0,0,90,Rain,light rain,2018-07-19 20:00:00,2991
None,291.55,0,0,90,Clouds,overcast clouds,2018-07-19 21:00:00,2613
None,291.42,0,0,90,Drizzle,drizzle,2018-07-19 22:00:00,2282
None,291.42,0,0,90,Rain,light rain,2018-07-19 22:00:00,2282
None,291.42,0,0,90,Rain,moderate rain,2018-07-19 23:00:00,1454
None,291.42,0,0,90,Drizzle,drizzle,2018-07-19 23:00:00,1454
None,291.51,0,0,90,Rain,light rain,2018-07-20 00:00:00,693
None,291.35,0,0,90,Rain,moderate rain,2018-07-20 01:00:00,460
None,291.35,0,0,90,Drizzle,drizzle,2018-07-20 01:00:00,460
None,291.51,0,0,90,Mist,mist,2018-07-20 02:00:00,360
None,291.51,0,0,90,Drizzle,light intensity drizzle,2018-07-20 02:00:00,0
None,291.51,0,0,90,Rain,heavy intensity rain,2018-07-20 02:00:00,360
None,291.15,0,0,90,Mist,mist,2018-07-20 03:00:00,376
None,291.15,0,0,90,Rain,light rain,2018-07-20 03:00:00,376
None,291.15,0,0,90,Drizzle,light intensity drizzle,2018-07-20 03:00:00,376
None,291.15,0,0,90,Mist,mist,2018-07-20 04:00:00,873
None,291.15,0,0,90,Rain,light rain,2018-07-20 04:00:00,873
None,291.15,0,0,90,Drizzle,heavy intensity drizzle,2018-07-20 04:00:00,873
None,291.35,0,0,90,Mist,mist,2018-07-20 05:00:00,2822
None,291.35,0,0,90,Rain,light rain,2018-07-20 05:00:00,2822
None,291.35,0,0,90,Haze,haze,2018-07-20 05:00:00,2822
None,291.35,0,0,90,Drizzle,light intensity drizzle,2018-07-20 05:00:00,2822
None,291.35,0,0,90,Rain,moderate rain,2018-07-20 06:00:00,5266
None,291.35,0,0,90,Mist,mist,2018-07-20 06:00:00,5266
None,291.35,0,0,90,Drizzle,light intensity drizzle,2018-07-20 06:00:00,5266
None,291.55,0,0,90,Rain,moderate rain,2018-07-20 07:00:00,5821
None,291.55,0,0,90,Drizzle,light intensity drizzle,2018-07-20 07:00:00,5821
None,291.55,0,0,90,Mist,mist,2018-07-20 07:00:00,5821
None,291.75,0,0,90,Rain,light rain,2018-07-20 08:00:00,5339
None,291.75,0,0,90,Drizzle,drizzle,2018-07-20 08:00:00,5339
None,291.79,0,0,90,Rain,light rain,2018-07-20 09:00:00,4816
None,291.79,0,0,90,Mist,mist,2018-07-20 09:00:00,4816
None,291.79,0,0,90,Drizzle,drizzle,2018-07-20 09:00:00,4816
None,292.22,0,0,90,Rain,light rain,2018-07-20 10:00:00,4592
None,292.22,0,0,90,Mist,mist,2018-07-20 10:00:00,4592
None,292.22,0,0,90,Drizzle,drizzle,2018-07-20 10:00:00,4592
None,293.5,0,0,75,Rain,light rain,2018-07-20 11:00:00,4823
None,295.01,0,0,75,Drizzle,light intensity drizzle,2018-07-20 12:00:00,5253
None,295.01,0,0,75,Rain,light rain,2018-07-20 12:00:00,5253
None,296.36,0,0,75,Rain,light rain,2018-07-20 13:00:00,5169
None,297.41,0,0,75,Rain,light rain,2018-07-20 14:00:00,5413
None,298.42,0,0,75,Rain,light rain,2018-07-20 15:00:00,0
None,299.02,0,0,75,Clouds,broken clouds,2018-07-20 16:00:00,6086
None,298.61,0,0,75,Clouds,broken clouds,2018-07-20 17:00:00,0
None,297.62,0,0,75,Rain,moderate rain,2018-07-20 18:00:00,4465
None,297.62,0,0,75,Thunderstorm,thunderstorm with rain,2018-07-20 18:00:00,4465
None,295.56,0,0,90,Rain,moderate rain,2018-07-20 19:00:00,3574
None,293.94,0,0,75,Rain,light rain,2018-07-20 20:00:00,3124
None,293.28,0,0,75,Rain,light rain,2018-07-20 21:00:00,3121
None,292.72,0,0,75,Clouds,broken clouds,2018-07-20 22:00:00,3032
None,292.22,0,0,40,Clouds,scattered clouds,2018-07-20 23:00:00,2030
None,291.68,0,0,1,Clear,sky is clear,2018-07-21 00:00:00,1235
None,291.51,0,0,1,Clear,sky is clear,2018-07-21 01:00:00,781
None,291.08,0,0,75,Clouds,broken clouds,2018-07-21 02:00:00,648
None,290.86,0,0,40,Clouds,scattered clouds,2018-07-21 03:00:00,418
None,290.72,0,0,1,Clear,sky is clear,2018-07-21 04:00:00,478
None,290.22,0,0,1,Clear,sky is clear,2018-07-21 05:00:00,903
None,290.08,0,0,1,Clear,sky is clear,2018-07-21 06:00:00,1500
None,290.08,0,0,5,Mist,mist,2018-07-21 07:00:00,2236
None,291.28,0,0,1,Clear,sky is clear,2018-07-21 08:00:00,3031
None,293.01,0,0,5,Clear,sky is clear,2018-07-21 09:00:00,3883
None,294.43,0,0,1,Clear,sky is clear,2018-07-21 10:00:00,4045
None,295.86,0,0,1,Clear,sky is clear,2018-07-21 11:00:00,4418
None,297.08,0,0,75,Clouds,broken clouds,2018-07-21 12:00:00,4505
None,298.08,0,0,75,Clouds,broken clouds,2018-07-21 13:00:00,4644
None,298.88,0,0,40,Clouds,scattered clouds,2018-07-21 14:00:00,4796
None,299.42,0,0,75,Clouds,broken clouds,2018-07-21 15:00:00,4674
None,299.62,0,0,75,Clouds,broken clouds,2018-07-21 16:00:00,4788
None,299.94,0,0,75,Clouds,broken clouds,2018-07-21 17:00:00,4562
None,300.02,0,0,40,Clouds,scattered clouds,2018-07-21 18:00:00,4253
None,299.65,0,0,40,Clouds,scattered clouds,2018-07-21 19:00:00,3815
None,298.95,0,0,75,Clouds,broken clouds,2018-07-21 20:00:00,3434
None,297.55,0,0,20,Clouds,few clouds,2018-07-21 21:00:00,3435
None,295.89,0,0,20,Clouds,few clouds,2018-07-21 22:00:00,3131
None,294.82,0,0,1,Clear,sky is clear,2018-07-21 23:00:00,2292
None,293.95,0,0,1,Clear,sky is clear,2018-07-22 00:00:00,0
None,293.22,0,0,1,Clear,sky is clear,2018-07-22 01:00:00,969
None,292.51,0,0,1,Clear,sky is clear,2018-07-22 02:00:00,749
None,291.94,0,0,1,Clear,sky is clear,2018-07-22 03:00:00,344
None,291.29,0,0,1,Clear,sky is clear,2018-07-22 04:00:00,355
None,290.68,0,0,40,Clouds,scattered clouds,2018-07-22 05:00:00,525
None,290.22,0,0,90,Clouds,overcast clouds,2018-07-22 06:00:00,902
None,290.35,0,0,75,Clouds,broken clouds,2018-07-22 07:00:00,1297
None,290.72,0,0,90,Clouds,overcast clouds,2018-07-22 08:00:00,2009
None,291.15,0,0,75,Clouds,broken clouds,2018-07-22 09:00:00,2927
None,292.22,0,0,40,Clouds,scattered clouds,2018-07-22 10:00:00,3711
None,294.07,0,0,40,Clouds,scattered clouds,2018-07-22 11:00:00,4021
None,294.86,0,0,1,Clear,sky is clear,2018-07-22 12:00:00,4250
None,296.65,0,0,1,Clear,sky is clear,2018-07-22 13:00:00,4491
None,297.68,0,0,40,Clouds,scattered clouds,2018-07-22 14:00:00,4463
None,298.65,0,0,40,Clouds,scattered clouds,2018-07-22 15:00:00,0
None,299.35,0,0,40,Clouds,scattered clouds,2018-07-22 16:00:00,4875
None,299.82,0,0,40,Clouds,scattered clouds,2018-07-22 17:00:00,4657
None,299.88,0,0,40,Clouds,scattered clouds,2018-07-22 18:00:00,4098
None,299.48,0,0,40,Clouds,scattered clouds,2018-07-22 19:00:00,3661
None,298.62,0,0,20,Clouds,few clouds,2018-07-22 20:00:00,3135
None,296.82,0,0,20,Clouds,few clouds,2018-07-22 21:00:00,2803
None,294.82,0,0,20,Clouds,few clouds,2018-07-22 22:00:00,2224
None,293.55,0,0,1,Clear,sky is clear,2018-07-22 23:00:00,1397
None,292.82,0,0,1,Clear,sky is clear,2018-07-23 00:00:00,714
None,291.69,0,0,1,Mist,mist,2018-07-23 01:00:00,402
None,291.16,0,0,1,Fog,fog,2018-07-23 02:00:00,354
None,291.16,0,0,1,Mist,mist,2018-07-23 02:00:00,354
None,290.22,0,0,1,Mist,mist,2018-07-23 03:00:00,355
None,290.22,0,0,1,Fog,fog,2018-07-23 03:00:00,355
None,289.69,0,0,1,Mist,mist,2018-07-23 04:00:00,957
None,289.69,0,0,1,Fog,fog,2018-07-23 04:00:00,957
None,289.82,0,0,1,Mist,mist,2018-07-23 05:00:00,3008
None,289.82,0,0,1,Fog,fog,2018-07-23 05:00:00,3008
None,289.62,0,0,1,Mist,mist,2018-07-23 06:00:00,5617
None,289.62,0,0,1,Fog,fog,2018-07-23 06:00:00,5617
None,289.95,0,0,1,Mist,mist,2018-07-23 07:00:00,6306
None,289.95,0,0,1,Fog,fog,2018-07-23 07:00:00,6306
None,291.22,0,0,40,Mist,mist,2018-07-23 08:00:00,5522
None,293.28,0,0,40,Clouds,scattered clouds,2018-07-23 09:00:00,4735
None,295,0,0,40,Clouds,scattered clouds,2018-07-23 10:00:00,4209
None,297.21,0,0,20,Clouds,few clouds,2018-07-23 11:00:00,4485
None,298.68,0,0,75,Clouds,broken clouds,2018-07-23 12:00:00,0
None,299.28,0,0,90,Clouds,overcast clouds,2018-07-23 13:00:00,4475
None,299.88,0,0,90,Clouds,overcast clouds,2018-07-23 14:00:00,4677
None,299.94,0,0,90,Clouds,overcast clouds,2018-07-23 15:00:00,5413
None,300.61,0,0,75,Clouds,broken clouds,2018-07-23 16:00:00,6317
None,300.55,0,0,75,Clouds,broken clouds,2018-07-23 17:00:00,5701
None,301.07,0,0,75,Clouds,broken clouds,2018-07-23 18:00:00,4293
None,300.82,0,0,40,Clouds,scattered clouds,2018-07-23 19:00:00,3143
None,300.02,0,0,40,Clouds,scattered clouds,2018-07-23 20:00:00,2833
None,298.15,0,0,20,Clouds,few clouds,2018-07-23 21:00:00,2492
None,296.02,0,0,5,Clear,sky is clear,2018-07-23 22:00:00,1690
None,294.95,0,0,1,Clear,sky is clear,2018-07-23 23:00:00,1182
None,293.88,0,0,1,Clear,sky is clear,2018-07-24 00:00:00,638
None,293.22,0,0,1,Clear,sky is clear,2018-07-24 01:00:00,391
None,292.29,0,0,1,Clear,sky is clear,2018-07-24 02:00:00,297
None,291.42,0,0,1,Clear,sky is clear,2018-07-24 03:00:00,390
None,290.69,0,0,1,Clear,sky is clear,2018-07-24 04:00:00,891
None,289.82,0,0,1,Clear,sky is clear,2018-07-24 05:00:00,3184
None,289.65,0,0,1,Clear,sky is clear,2018-07-24 06:00:00,5782
None,289.94,0,0,5,Clear,sky is clear,2018-07-24 07:00:00,6409
None,291.88,0,0,5,Clear,sky is clear,2018-07-24 08:00:00,5658
None,294.28,0,0,1,Clear,sky is clear,2018-07-24 09:00:00,4984
None,296.28,0,0,5,Clear,sky is clear,2018-07-24 10:00:00,4386
None,297.43,0,0,20,Clouds,few clouds,2018-07-24 11:00:00,4634
None,298.42,0,0,40,Clouds,scattered clouds,2018-07-24 12:00:00,4805
None,299.58,0,0,20,Clouds,few clouds,2018-07-24 13:00:00,4664
None,300.22,0,0,20,Clouds,few clouds,2018-07-24 14:00:00,4944
None,300.44,0,0,1,Clear,sky is clear,2018-07-24 15:00:00,5699
None,301.15,0,0,0,Clear,Sky is Clear,2018-07-24 16:00:00,6558
None,301.43,0,0,20,Clouds,few clouds,2018-07-24 17:00:00,5636
None,301.15,0,0,5,Clear,sky is clear,2018-07-24 18:00:00,4430
None,300.61,0,0,5,Clear,sky is clear,2018-07-24 19:00:00,0
None,299.62,0,0,5,Clear,sky is clear,2018-07-24 20:00:00,3266
None,297.82,0,0,5,Clear,sky is clear,2018-07-24 21:00:00,2727
None,295.62,0,0,5,Clear,sky is clear,2018-07-24 22:00:00,2178
None,294.02,0,0,1,Clear,sky is clear,2018-07-24 23:00:00,1269
None,293.15,0,0,1,Clear,sky is clear,2018-07-25 00:00:00,664
None,292.42,0,0,1,Clear,sky is clear,2018-07-25 01:00:00,388
None,291.23,0,0,1,Clear,sky is clear,2018-07-25 02:00:00,290
None,290.79,0,0,1,Clear,sky is clear,2018-07-25 03:00:00,372
None,290.36,0,0,1,Clear,sky is clear,2018-07-25 04:00:00,955
None,290.49,0,0,1,Clear,sky is clear,2018-07-25 05:00:00,3121
None,290.46,0,0,1,Clear,sky is clear,2018-07-25 06:00:00,5926
None,290.65,0,0,40,Clouds,scattered clouds,2018-07-25 07:00:00,6595
None,292.15,0,0,90,Rain,light rain,2018-07-25 08:00:00,5651
None,293.28,0,0,90,Rain,light rain,2018-07-25 09:00:00,4974
None,293.28,0,0,90,Drizzle,light intensity drizzle,2018-07-25 09:00:00,4974
None,293.95,0,0,90,Rain,light rain,2018-07-25 10:00:00,4545
None,294.62,0,0,90,Rain,light rain,2018-07-25 11:00:00,4879
None,295.81,0,0,75,Rain,light rain,2018-07-25 12:00:00,4799
None,297.41,0,0,75,Rain,light rain,2018-07-25 13:00:00,4860
None,299.01,0,0,75,Clouds,broken clouds,2018-07-25 14:00:00,5032
None,299.28,0,0,75,Thunderstorm,thunderstorm,2018-07-25 15:00:00,5826
None,299.28,0,0,75,Rain,proximity shower rain,2018-07-25 15:00:00,5826
None,298.59,0,0,75,Rain,proximity shower rain,2018-07-25 16:00:00,6668
None,298.59,0,0,75,Thunderstorm,proximity thunderstorm,2018-07-25 16:00:00,6668
None,298.22,0,0,40,Rain,proximity shower rain,2018-07-25 17:00:00,6108
None,297.51,0,0,75,Clouds,broken clouds,2018-07-25 18:00:00,4459
None,297.08,0,0,75,Clouds,broken clouds,2018-07-25 19:00:00,3473
None,296.22,0,0,20,Clouds,few clouds,2018-07-25 20:00:00,3053
None,294.82,0,0,5,Clear,sky is clear,2018-07-25 21:00:00,3072
None,293.42,0,0,5,Clear,sky is clear,2018-07-25 22:00:00,2422
None,292.35,0,0,1,Clear,sky is clear,2018-07-25 23:00:00,1922
None,291.28,0,0,1,Clear,sky is clear,2018-07-26 00:00:00,750
None,290.71,0,0,1,Clear,sky is clear,2018-07-26 01:00:00,411
None,290.3,0,0,1,Clear,sky is clear,2018-07-26 02:00:00,306
None,289.65,0,0,1,Clear,sky is clear,2018-07-26 03:00:00,409
None,289.51,0,0,90,Clouds,overcast clouds,2018-07-26 04:00:00,0
None,288.75,0,0,1,Clear,sky is clear,2018-07-26 05:00:00,3147
None,288.48,0,0,1,Clear,sky is clear,2018-07-26 06:00:00,0
None,288.58,0,0,1,Clear,sky is clear,2018-07-26 07:00:00,6299
None,289.29,0,0,75,Clouds,broken clouds,2018-07-26 08:00:00,5866
None,289.55,0,0,90,Clouds,overcast clouds,2018-07-26 09:00:00,4925
None,290.15,0,0,90,Clouds,overcast clouds,2018-07-26 10:00:00,4390
None,290.65,0,0,90,Clouds,overcast clouds,2018-07-26 11:00:00,4654
None,291.29,0,0,90,Clouds,overcast clouds,2018-07-26 12:00:00,4806
None,292.01,0,0,90,Rain,light rain,2018-07-26 13:00:00,5029
None,292.22,0,0,75,Drizzle,light intensity drizzle,2018-07-26 14:00:00,5264
None,292.22,0,0,75,Haze,haze,2018-07-26 14:00:00,5264
None,292.22,0,0,75,Rain,light rain,2018-07-26 14:00:00,5264
None,292.86,0,0,75,Rain,moderate rain,2018-07-26 15:00:00,5752
None,293.65,0,0,75,Rain,proximity shower rain,2018-07-26 16:00:00,6566
None,293.22,0,0,75,Rain,proximity shower rain,2018-07-26 17:00:00,5905
None,292.75,0,0,75,Rain,proximity shower rain,2018-07-26 18:00:00,4555
None,292.75,0,0,40,Rain,proximity shower rain,2018-07-26 19:00:00,3707
None,292.22,0,0,75,Rain,light rain,2018-07-26 20:00:00,3154
None,291.58,0,0,40,Clouds,scattered clouds,2018-07-26 21:00:00,3206
None,290.88,0,0,75,Clouds,broken clouds,2018-07-26 22:00:00,2959
None,290.44,0,0,90,Clouds,overcast clouds,2018-07-26 23:00:00,1412
None,290.15,0,0,90,Clouds,overcast clouds,2018-07-27 00:00:00,774
None,289.82,0,0,1,Clear,sky is clear,2018-07-27 01:00:00,456
None,288.89,0,0,1,Clear,sky is clear,2018-07-27 02:00:00,344
None,288.02,0,0,1,Clear,sky is clear,2018-07-27 03:00:00,390
None,287.8,0,0,1,Clear,sky is clear,2018-07-27 04:00:00,836
None,287.3,0,0,1,Clear,sky is clear,2018-07-27 05:00:00,2945
None,286.44,0,0,1,Clear,sky is clear,2018-07-27 06:00:00,5353
None,286.51,0,0,5,Clear,sky is clear,2018-07-27 07:00:00,5950
None,287.93,0,0,5,Clear,sky is clear,2018-07-27 08:00:00,5232
None,290,0,0,5,Clear,sky is clear,2018-07-27 09:00:00,4674
None,291.79,0,0,1,Clear,sky is clear,2018-07-27 10:00:00,4571
None,293.95,0,0,5,Clear,sky is clear,2018-07-27 11:00:00,4813
None,295.36,0,0,75,Clouds,broken clouds,2018-07-27 12:00:00,5121
None,296.28,0,0,40,Clouds,scattered clouds,2018-07-27 13:00:00,5228
None,296.86,0,0,40,Clouds,scattered clouds,2018-07-27 14:00:00,5400
None,297.28,0,0,40,Clouds,scattered clouds,2018-07-27 15:00:00,5795
None,297.48,0,0,40,Clouds,scattered clouds,2018-07-27 16:00:00,6254
None,297.82,0,0,40,Clouds,scattered clouds,2018-07-27 17:00:00,5160
None,297.48,0,0,40,Clouds,scattered clouds,2018-07-27 18:00:00,4303
None,297.01,0,0,40,Clouds,scattered clouds,2018-07-27 19:00:00,3506
None,295.94,0,0,1,Clear,sky is clear,2018-07-27 20:00:00,3184
None,294.09,0,0,1,Clear,sky is clear,2018-07-27 21:00:00,3191
None,291.35,0,0,5,Clear,sky is clear,2018-07-27 22:00:00,3112
None,290.02,0,0,1,Clear,sky is clear,2018-07-27 23:00:00,0
None,288.29,0,0,1,Clear,sky is clear,2018-07-28 00:00:00,1225
None,287.3,0,0,1,Clear,sky is clear,2018-07-28 01:00:00,871
None,286.73,0,0,1,Clear,sky is clear,2018-07-28 02:00:00,581
None,286.29,0,0,1,Mist,mist,2018-07-28 03:00:00,384
None,285.29,0,0,1,Mist,mist,2018-07-28 04:00:00,451
None,285.44,0,0,1,Mist,mist,2018-07-28 05:00:00,902
None,284.79,0,0,1,Clear,sky is clear,2018-07-28 06:00:00,1530
None,284.86,0,0,1,Clear,sky is clear,2018-07-28 07:00:00,1974
None,287.74,0,0,5,Clear,sky is clear,2018-07-28 08:00:00,2713
None,291.07,0,0,1,Clear,sky is clear,2018-07-28 09:00:00,3457
None,293.74,0,0,5,Clear,sky is clear,2018-07-28 10:00:00,3639
None,295.58,0,0,1,Clear,sky is clear,2018-07-28 11:00:00,4009
None,296.88,0,0,1,Clear,sky is clear,2018-07-28 12:00:00,4158
None,297.35,0,0,75,Clouds,broken clouds,2018-07-28 13:00:00,4229
None,298.23,0,0,40,Clouds,scattered clouds,2018-07-28 14:00:00,4175
None,298.68,0,0,40,Clouds,scattered clouds,2018-07-28 15:00:00,3948
None,298.82,0,0,40,Clouds,scattered clouds,2018-07-28 16:00:00,0
None,298.88,0,0,40,Clouds,scattered clouds,2018-07-28 17:00:00,4007
None,298.87,0,0,75,Clouds,broken clouds,2018-07-28 18:00:00,3657
None,297.09,0,0,90,Thunderstorm,proximity thunderstorm,2018-07-28 19:00:00,3247
None,295.29,0,0,90,Thunderstorm,proximity thunderstorm,2018-07-28 20:00:00,2937
None,295.29,0,0,90,Rain,light rain,2018-07-28 20:00:00,2937
None,293.36,0,0,40,Rain,light rain,2018-07-28 21:00:00,3001
None,291.72,0,0,40,Rain,light rain,2018-07-28 22:00:00,3005
None,290.65,0,0,1,Clear,sky is clear,2018-07-28 23:00:00,1968
None,289.44,0,0,1,Clear,sky is clear,2018-07-29 00:00:00,1487
None,288.82,0,0,1,Mist,mist,2018-07-29 01:00:00,924
None,288.08,0,0,1,Mist,mist,2018-07-29 02:00:00,869
None,287.3,0,0,1,Clear,sky is clear,2018-07-29 03:00:00,546
None,287.15,0,0,1,Mist,mist,2018-07-29 04:00:00,378
None,286.29,0,0,1,Mist,mist,2018-07-29 05:00:00,657
None,286.15,0,0,1,Mist,mist,2018-07-29 06:00:00,1210
None,286.55,0,0,90,Mist,mist,2018-07-29 07:00:00,1286
None,286.55,0,0,90,Fog,fog,2018-07-29 07:00:00,1286
None,289.14,0,0,5,Fog,fog,2018-07-29 08:00:00,1866
None,289.14,0,0,5,Mist,mist,2018-07-29 08:00:00,1866
None,291.86,0,0,5,Fog,fog,2018-07-29 09:00:00,2855
None,294.86,0,0,5,Clear,sky is clear,2018-07-29 10:00:00,3500
None,296.61,0,0,1,Clear,sky is clear,2018-07-29 11:00:00,3824
None,298.15,0,0,1,Clear,sky is clear,2018-07-29 12:00:00,4016
None,299.08,0,0,40,Clouds,scattered clouds,2018-07-29 13:00:00,4489
None,299.79,0,0,40,Clouds,scattered clouds,2018-07-29 14:00:00,4435
None,299.82,0,0,20,Thunderstorm,proximity thunderstorm,2018-07-29 15:00:00,4412
None,299.82,0,0,20,Rain,proximity shower rain,2018-07-29 15:00:00,4412
None,299.51,0,0,75,Thunderstorm,thunderstorm,2018-07-29 16:00:00,4485
None,299.51,0,0,75,Rain,proximity shower rain,2018-07-29 16:00:00,4485
None,299.51,0,0,75,Haze,haze,2018-07-29 16:00:00,4485
None,298.3,0,0,75,Rain,proximity shower rain,2018-07-29 17:00:00,4146
None,298.3,0,0,75,Thunderstorm,proximity thunderstorm,2018-07-29 17:00:00,4146
None,297.49,0,0,1,Clear,sky is clear,2018-07-29 18:00:00,3947
None,297.82,0,0,75,Thunderstorm,proximity thunderstorm,2018-07-29 19:00:00,3604
None,297.09,0,0,1,Thunderstorm,proximity thunderstorm,2018-07-29 20:00:00,3344
None,294.95,0,0,40,Rain,light rain,2018-07-29 21:00:00,0
None,293.22,0,0,40,Clouds,scattered clouds,2018-07-29 22:00:00,2084
None,291.95,0,0,1,Clear,sky is clear,2018-07-29 23:00:00,1224
None,290.15,0,0,1,Clear,sky is clear,2018-07-30 00:00:00,640
None,289.22,0,0,1,Clear,sky is clear,2018-07-30 01:00:00,384
None,288.44,0,0,1,Mist,mist,2018-07-30 02:00:00,317
None,288.29,0,0,1,Clear,sky is clear,2018-07-30 03:00:00,333
None,287.62,0,0,1,Mist,mist,2018-07-30 04:00:00,915
None,287.15,0,0,1,Mist,mist,2018-07-30 05:00:00,3051
None,287.15,0,0,1,Mist,mist,2018-07-30 06:00:00,5560
None,287.15,0,0,5,Fog,fog,2018-07-30 07:00:00,6313
None,287.15,0,0,5,Mist,mist,2018-07-30 07:00:00,6313
None,289.41,0,0,1,Mist,mist,2018-07-30 08:00:00,5427
None,292.85,0,0,5,Clear,sky is clear,2018-07-30 09:00:00,4638
None,295.48,0,0,5,Clear,sky is clear,2018-07-30 10:00:00,4233
None,298.14,0,0,1,Clear,sky is clear,2018-07-30 11:00:00,4491
None,299.57,0,0,20,Clouds,few clouds,2018-07-30 12:00:00,4522
None,300.15,0,0,40,Clouds,scattered clouds,2018-07-30 13:00:00,4625
None,300.57,0,0,40,Clouds,scattered clouds,2018-07-30 14:00:00,4808
None,300.81,0,0,20,Clouds,few clouds,2018-07-30 15:00:00,5483
None,301.22,0,0,40,Clouds,scattered clouds,2018-07-30 16:00:00,5632
None,300.86,0,0,40,Thunderstorm,proximity thunderstorm,2018-07-30 17:00:00,5590
None,301,0,0,40,Thunderstorm,proximity thunderstorm,2018-07-30 18:00:00,0
None,300.38,0,0,40,Thunderstorm,proximity thunderstorm,2018-07-30 19:00:00,3190
None,299.01,0,0,20,Clouds,few clouds,2018-07-30 20:00:00,0
None,296.86,0,0,20,Clouds,few clouds,2018-07-30 21:00:00,2431
None,292.93,0,0,1,Clear,sky is clear,2018-07-30 22:00:00,1742
None,292.2,0,0,1,Clear,sky is clear,2018-07-30 23:00:00,1116
None,290.85,0,0,1,Clear,sky is clear,2018-07-31 00:00:00,625
None,289.85,0,0,1,Clear,sky is clear,2018-07-31 01:00:00,368
None,289.28,0,0,1,Clear,sky is clear,2018-07-31 02:00:00,299
None,288.94,0,0,1,Clear,sky is clear,2018-07-31 03:00:00,352
None,288.74,0,0,1,Mist,mist,2018-07-31 04:00:00,819
None,287.99,0,0,1,Mist,mist,2018-07-31 05:00:00,2764
None,287.64,0,0,1,Mist,mist,2018-07-31 06:00:00,4240
None,288.74,0,0,20,Clouds,few clouds,2018-07-31 07:00:00,5655
None,292.34,0,0,5,Haze,haze,2018-07-31 08:00:00,5960
None,295.47,0,0,1,Clear,sky is clear,2018-07-31 09:00:00,4925
None,298.21,0,0,1,Clear,sky is clear,2018-07-31 10:00:00,4455
None,299.61,0,0,20,Clouds,few clouds,2018-07-31 11:00:00,4727
None,300.41,0,0,20,Clouds,few clouds,2018-07-31 12:00:00,4998
None,300.86,0,0,20,Clouds,few clouds,2018-07-31 13:00:00,4875
None,301.29,0,0,20,Clouds,few clouds,2018-07-31 14:00:00,4922
None,301.43,0,0,40,Clouds,scattered clouds,2018-07-31 15:00:00,5722
None,302,0,0,40,Clouds,scattered clouds,2018-07-31 16:00:00,6357
None,302.29,0,0,20,Clouds,few clouds,2018-07-31 17:00:00,5912
None,301.93,0,0,20,Clouds,few clouds,2018-07-31 18:00:00,4740
None,301.08,0,0,20,Clouds,few clouds,2018-07-31 19:00:00,3288
None,299.75,0,0,20,Clouds,few clouds,2018-07-31 20:00:00,3076
None,297.48,0,0,20,Clouds,few clouds,2018-07-31 21:00:00,2686
None,294.86,0,0,1,Clear,sky is clear,2018-07-31 22:00:00,2152
None,293.74,0,0,20,Clouds,few clouds,2018-07-31 23:00:00,1263
None,293.34,0,0,40,Clouds,scattered clouds,2018-08-01 00:00:00,662
None,293.07,0,0,75,Clouds,broken clouds,2018-08-01 01:00:00,398
None,292.54,0,0,75,Clouds,broken clouds,2018-08-01 02:00:00,352
None,292.47,0,0,40,Clouds,scattered clouds,2018-08-01 03:00:00,0
None,292.27,0,0,40,Clouds,scattered clouds,2018-08-01 04:00:00,908
None,292.08,0,0,75,Rain,light rain,2018-08-01 05:00:00,3063
None,292.08,0,0,75,Thunderstorm,proximity thunderstorm,2018-08-01 05:00:00,3063
